,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
168,-200,12127,12177,13974.386929999999,14049.0,-14922.614000000249,-0.0053392732270654,2022-12-29 09:25:00,2022-12-29 13:35:00,0 days 04:10:00
169,200,12192,12237,14171.675109999998,14144.0,-5535.0219999996625,-0.0019528467725363763,2022-12-30 09:50:00,2022-12-30 13:35:00,0 days 03:45:00
170,-200,12250,12259,13966.38957,14068.796999999999,-20481.48599999986,-0.007332419698500514,2023-01-03 09:40:00,2023-01-03 10:25:00,0 days 00:45:00
171,200,12260,12297,14078.644419999999,14224.0,29071.116000000256,0.010324543731888625,2023-01-03 10:30:00,2023-01-03 13:35:00,0 days 03:05:00
172,200,12487,12537,14589.813049999999,14743.0,30637.390000000232,0.010499582789376571,2023-01-09 09:25:00,2023-01-09 13:35:00,0 days 04:10:00
173,-200,12547,12584,14764.12623,14792.0,-5574.75400000003,-0.0018879390196056,2023-01-10 09:25:00,2023-01-10 12:30:00,0 days 03:05:00
174,200,12585,12597,14789.87905,14819.0,5824.19000000009,0.001968978238534147,2023-01-10 12:35:00,2023-01-10 13:35:00,0 days 01:00:00
175,200,12607,12657,14797.881689999998,14786.0,-2376.3379999996687,-0.000802931814762875,2023-01-11 09:25:00,2023-01-11 13:35:00,0 days 04:10:00
176,200,12910,12957,15414.08497,15436.0,4383.006000000023,0.001421753548306759,2023-01-30 09:40:00,2023-01-30 13:35:00,0 days 03:55:00
177,-200,12967,13017,15422.908759999998,15291.0,26381.751999999688,0.008552780934690474,2023-01-31 09:25:00,2023-01-31 13:35:00,0 days 04:10:00
178,-200,13110,13112,15555.86487,15549.0,1372.9739999998856,0.00044130429631328294,2023-02-02 11:20:00,2023-02-02 11:30:00,0 days 00:10:00
179,200,13113,13137,15565.1348,15590.0,4973.040000000037,0.0015974933927331847,2023-02-02 11:35:00,2023-02-02 13:35:00,0 days 02:00:00
