,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
180,-200,13147,13197,15516.87774,15584.0,-13424.45200000002,-0.004325758127678547,2023-02-03 09:25:00,2023-02-03 13:35:00,0 days 04:10:00
181,-200,13213,13257,15445.90117,15396.0,9980.233999999837,0.0032307062858152324,2023-02-06 09:55:00,2023-02-06 13:35:00,0 days 03:40:00
182,200,13341,13377,15589.14272,15597.0,1571.4560000000347,0.0005040225842514179,2023-02-08 10:35:00,2023-02-08 13:35:00,0 days 03:00:00
183,-200,13387,13437,15560.86322,15593.0,-6427.356000000145,-0.002065231185805594,2023-02-09 09:25:00,2023-02-09 13:35:00,0 days 04:10:00
184,-200,13521,13557,15458.896879999998,15529.0,-14020.624000000316,-0.004534807402117869,2023-02-13 10:35:00,2023-02-13 13:35:00,0 days 03:00:00
185,-200,13581,13585,15659.830549999999,15637.0,4566.109999999753,0.0014579053028130895,2023-02-14 10:35:00,2023-02-14 10:55:00,0 days 00:20:00
186,200,13586,13617,15641.15988,15647.0,1168.0240000001504,0.00037338151676769016,2023-02-14 11:00:00,2023-02-14 13:35:00,0 days 02:35:00
187,-200,13627,13677,15542.869159999998,15375.0,33573.831999999675,0.01080039716425163,2023-02-15 09:25:00,2023-02-15 13:35:00,0 days 04:10:00
188,200,13687,13737,15502.11401,15556.0,10777.198000000135,0.0034760413944343593,2023-02-16 09:25:00,2023-02-16 13:35:00,0 days 04:10:00
189,-200,13749,13797,15449.89985,15443.0,1379.9699999999575,0.0004465951279288838,2023-02-17 09:35:00,2023-02-17 13:35:00,0 days 04:00:00
190,-200,13937,13949,15340.935819999999,15378.0,-7412.836000000243,-0.0024160312274874585,2023-02-22 10:15:00,2023-02-22 11:15:00,0 days 01:00:00
191,200,13950,13977,15394.07837,15381.0,-2615.6739999998535,-0.0008495714836352919,2023-02-22 11:20:00,2023-02-22 13:35:00,0 days 02:15:00
192,200,13994,14037,15575.138099999998,15601.0,5172.380000000339,0.0016604603974588183,2023-02-23 10:00:00,2023-02-23 13:35:00,0 days 03:35:00
193,-200,14047,14097,15625.841769999999,15531.0,18968.353999999817,0.006069546293632988,2023-02-24 09:25:00,2023-02-24 13:35:00,0 days 04:10:00
194,200,14307,14331,15821.21928,15787.0,-6843.855999999869,-0.002162872493857493,2023-03-06 11:05:00,2023-03-06 13:05:00,0 days 02:00:00
195,-200,14332,14337,15781.790289999999,15767.0,2958.057999999801,0.0009371744097608214,2023-03-06 13:10:00,2023-03-06 13:35:00,0 days 00:25:00
196,200,14361,14397,15846.227529999998,15875.0,5754.494000000341,0.001815729955002121,2023-03-07 10:35:00,2023-03-07 13:35:00,0 days 03:00:00
197,-200,14407,14445,15784.789299999999,15776.0,1757.8599999997095,0.0005568208629809224,2023-03-08 09:25:00,2023-03-08 12:35:00,0 days 03:10:00
198,200,14446,14457,15775.204099999999,15791.0,3159.1800000001967,0.0010013119259737469,2023-03-08 12:40:00,2023-03-08 13:35:00,0 days 00:55:00
199,200,14530,14531,15601.14668,15581.0,-4029.3359999999666,-0.0012913589246504875,2023-03-10 09:40:00,2023-03-10 09:45:00,0 days 00:05:00
200,-200,14532,14577,15553.86553,15485.0,13773.105999999825,0.004427550814758763,2023-03-10 09:50:00,2023-03-10 13:35:00,0 days 03:45:00
201,-200,14590,14599,15354.931199999999,15467.519999999999,-22517.759999999907,-0.007332419698500514,2023-03-13 09:40:00,2023-03-13 10:25:00,0 days 00:45:00
202,200,14601,14637,15486.10873,15527.0,8178.254000000015,0.0026405129082416323,2023-03-13 10:35:00,2023-03-13 13:35:00,0 days 03:00:00
203,-200,14655,14657,15322.94176,15386.0,-12611.64800000006,-0.004115282886776539,2023-03-14 10:05:00,2023-03-14 10:15:00,0 days 00:10:00
204,200,14657,14658,15391.077379999999,15411.0,3984.5240000002377,0.001294426602382659,2023-03-14 10:15:00,2023-03-14 10:20:00,0 days 00:05:00
205,-200,14659,14697,15384.9213,15352.0,6584.259999999995,0.002139841950312693,2023-03-14 10:25:00,2023-03-14 13:35:00,0 days 03:10:00
206,200,14768,14769,15237.026559999998,15256.0,3794.688000000315,0.0012452193297221026,2023-03-16 09:30:00,2023-03-16 09:35:00,0 days 00:05:00
207,-200,14770,14817,15270.95892,15207.0,12791.783999999825,0.0041882713675717165,2023-03-16 09:40:00,2023-03-16 13:35:00,0 days 03:55:00
208,200,14827,14877,15368.06979,15411.0,8586.042000000089,0.002793467923208892,2023-03-17 09:25:00,2023-03-17 13:35:00,0 days 04:10:00
